Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
APP-1209,14936,0,Salaried,61,Married,0,598,3,0.44,62860,103645,98754,12,Business,Urban,Postgraduate,Male,Govt,0
APP-1210,6413,0,Salaried,37,Married,1,601,1,0.25,3260,30754,53148,120,Education,Rural,Graduate,Male,Private,0
APP-1211,5748,0,Self-Employed,46,Single,1,838,1,0.41,66883,79837,132790,60,Personal,Rural,Graduate,Male,Govt,1
APP-1212,14971,0,Salaried,64,Married,2,827,2,0.18,25741,148279,96078,120,Personal,Semi-Urban,Undergraduate,Female,Self,1
APP-1213,2663,2500,Salaried,27,Married,2,663,1,0.33,38211,168992,66879,180,Education,Rural,Undergraduate,Female,Govt,0
APP-1214,3998,0,Salaried,62,Married,3,788,4,0.35,42542,133746,129894,180,Home,Rural,Undergraduate,Male,Private,1
APP-1215,9994,0,Salaried,46,Married,3,682,1,0.39,7869,124780,75839,24,Personal,Rural,Undergraduate,Male,Private,0
APP-1216,13637,0,Business,45,Single,3,823,1,0.36,65732,97081,39756,36,Home,Semi-Urban,Graduate,Female,Private,1
APP-1217,13935,2000,Self-Employed,30,Married,0,715,0,0.35,20422,34016,102943,120,Home,Urban,Graduate,Female,Govt,1
APP-1218,3495,0,Salaried,39,Single,2,842,1,0.27,36613,70522,46744,36,Personal,Urban,Graduate,Female,Private,1
APP-1219,5304,2000,Business,31,Married,0,792,0,0.14,58016,130896,134697,24,Home,Urban,Graduate,Male,Private,1
APP-1220,5763,0,Self-Employed,33,Single,0,687,2,0.14,61110,195140,126072,48,Home,Semi-Urban,Undergraduate,Male,Self,1
APP-1221,7232,2500,Salaried,28,Married,2,628,0,0.32,78922,122099,143196,60,Education,Urban,Postgraduate,Female,Private,0
APP-1222,3853,2000,Salaried,60,Married,1,719,0,0.28,35033,161174,17176,360,Education,Urban,Postgraduate,Male,Private,0
APP-1223,8585,0,Salaried,24,Married,0,672,0,0.36,46213,114429,101310,36,Personal,Semi-Urban,Graduate,Male,Private,0
APP-1224,14851,1000,Salaried,51,Married,0,725,0,0.25,62993,11924,55177,36,Personal,Urban,Undergraduate,Male,Private,1
APP-1225,3291,3000,Business,48,Married,0,849,0,0.44,13938,95015,120623,120,Personal,Semi-Urban,Undergraduate,Female,Private,1
APP-1226,5581,4000,Salaried,31,Single,3,631,3,0.53,77695,114987,10997,60,Personal,Rural,Graduate,Female,Private,0
APP-1227,13649,1000,Business,63,Single,0,636,2,0.25,3274,64333,130179,120,Home,Semi-Urban,Undergraduate,Male,Private,1
APP-1228,9554,1000,Salaried,21,Married,0,774,2,0.2,32815,187171,130403,180,Home,Semi-Urban,Graduate,Female,Private,1
APP-1229,9280,4000,Salaried,58,Married,1,565,2,0.16,77018,198418,105287,36,Education,Semi-Urban,Graduate,Male,Private,1
APP-1230,3636,1500,Salaried,44,Married,1,712,0,0.41,19961,136372,129574,60,Home,Semi-Urban,Postgraduate,Female,Self,0
APP-1231,5696,0,Salaried,51,Married,3,647,3,0.32,21044,191134,131509,240,Business,Urban,Postgraduate,Male,Private,0
APP-1232,13191,4000,Salaried,61,Single,0,705,0,0.19,22975,141378,95447,48,Business,Rural,Graduate,Male,Private,1
APP-1233,13344,0,Business,46,Single,1,551,0,0.43,15706,98495,119522,24,Home,Urban,Graduate,Male,Private,0
APP-1234,2698,1500,Salaried,25,Married,2,718,1,0.17,6974,79767,91144,48,Home,Urban,Undergraduate,Male,Private,1
APP-1235,12352,0,Self-Employed,40,Married,3,641,0,0.38,77464,114332,102693,24,Home,Rural,Postgraduate,Male,Govt,0
APP-1236,14289,0,Salaried,61,Married,2,730,2,0.36,22213,153279,104315,36,Home,Urban,Postgraduate,Male,Govt,1
APP-1237,6737,0,Salaried,31,Single,3,780,0,0.47,2950,49426,37387,48,Home,Urban,Graduate,Female,Govt,0
APP-1238,2854,2500,Salaried,53,Married,0,697,2,0.13,11411,16336,14090,48,Education,Urban,Graduate,Male,Private,1
APP-1239,10164,0,Salaried,58,Single,1,829,1,0.54,47156,122200,130846,360,Business,Urban,Graduate,Male,Self,1
APP-1240,7855,0,Salaried,47,Single,1,738,0,0.45,63744,27256,50239,120,Personal,Urban,Graduate,Male,Private,0
APP-1241,9392,0,Salaried,54,Married,3,677,2,0.21,18771,190889,13743,360,Home,Urban,Graduate,Male,Private,1
APP-1242,8528,1500,Salaried,35,Single,0,556,0,0.19,70810,43719,40924,48,Home,Semi-Urban,Graduate,Male,Self,0
APP-1243,13666,5000,Salaried,52,Married,0,596,1,0.32,36053,52017,140160,360,Education,Rural,Postgraduate,Female,Self,1
APP-1244,7249,1000,Salaried,41,Single,1,602,0,0.51,53076,55704,101815,360,Business,Urban,Graduate,Male,Private,0
APP-1245,7172,1500,Salaried,25,Married,0,736,1,0.52,8045,40013,115312,120,Business,Rural,Undergraduate,Female,Private,0
APP-1246,3707,3000,Business,26,Married,0,587,1,0.36,58623,89991,78860,60,Business,Urban,Graduate,Female,Govt,0
APP-1247,12969,1500,Self-Employed,58,Single,4,775,0,0.53,30714,80258,90399,36,Education,Urban,Graduate,Male,Govt,1
APP-1248,7791,0,Salaried,42,Single,1,602,4,0.1,35386,88348,58795,60,Personal,Urban,Graduate,Male,Govt,0
APP-1249,11925,0,Salaried,38,Single,2,773,3,0.12,9562,177848,61553,36,Home,Semi-Urban,Graduate,Female,Private,1
APP-1250,7535,0,Business,34,Married,2,703,2,0.56,56048,20060,113976,60,Personal,Semi-Urban,Graduate,Male,Private,0
APP-1251,6931,0,Self-Employed,30,Single,1,597,2,0.49,13026,147727,123566,60,Home,Semi-Urban,Undergraduate,Male,Govt,0
APP-1252,5510,1000,Salaried,33,Married,0,696,0,0.33,32589,59923,129968,24,Education,Rural,Postgraduate,Female,Govt,0
APP-1253,2202,2500,Business,51,Single,0,613,1,0.48,27844,88563,71600,360,Personal,Semi-Urban,Graduate,Male,Govt,0
APP-1254,13447,0,Salaried,50,Married,1,731,0,0.58,24447,145102,60022,180,Home,Semi-Urban,Graduate,Male,Private,1
APP-1255,6218,1000,Salaried,23,Single,2,674,0,0.49,78502,99779,144271,120,Home,Rural,Postgraduate,Female,Private,0
APP-1256,14688,2000,Self-Employed,50,Single,1,728,4,0.52,55708,174361,60897,60,Home,Urban,Postgraduate,Male,Private,1
APP-1257,10958,0,Salaried,26,Single,0,588,1,0.48,64925,160811,48038,48,Home,Urban,Graduate,Male,Private,0
APP-1258,6389,2500,Business,49,Married,1,809,1,0.18,71825,109704,133323,240,Home,Semi-Urban,Postgraduate,Female,Private,1
APP-1259,4327,1500,Self-Employed,28,Married,3,552,0,0.52,52574,139157,130278,24,Home,Semi-Urban,Undergraduate,Female,Govt,0
APP-1260,10004,0,Salaried,64,Single,3,613,1,0.2,19812,120234,121054,240,Home,Urban,Postgraduate,Male,Govt,0
APP-1261,4931,2000,Salaried,63,Married,3,578,0,0.55,56309,71687,17897,12,Home,Urban,Undergraduate,Male,Self,0
APP-1262,9777,1500,Salaried,64,Single,2,560,0,0.33,65230,46491,74541,12,Business,Semi-Urban,Undergraduate,Female,Self,0
APP-1263,2197,1500,Salaried,53,Married,1,646,0,0.44,42628,82115,116968,36,Home,Semi-Urban,Undergraduate,Female,Private,0
APP-1264,9125,1000,Self-Employed,37,Married,2,752,1,0.35,41581,127935,24892,60,Home,Urban,Graduate,Male,Self,1
APP-1265,3930,1000,Salaried,31,Single,0,570,1,0.15,47628,93778,149343,120,Education,Rural,Postgraduate,Male,Private,0
APP-1266,13774,2500,Salaried,33,Married,2,588,0,0.25,26105,145853,34815,48,Business,Rural,Postgraduate,Male,Govt,1
APP-1267,8287,0,Self-Employed,31,Married,2,772,2,0.59,70157,30448,55612,180,Personal,Semi-Urban,Postgraduate,Female,Self,0
APP-1268,10800,0,Salaried,51,Married,0,651,0,0.58,33442,61550,26267,180,Home,Semi-Urban,Undergraduate,Female,Govt,0
APP-1269,13464,0,Self-Employed,48,Married,2,595,1,0.26,3347,59294,28268,24,Personal,Rural,Graduate,Female,Private,0
APP-1270,11339,2500,Salaried,64,Single,3,615,4,0.6,48650,31446,124463,24,Personal,Urban,Graduate,Female,Private,0
APP-1271,6282,0,Business,26,Married,0,640,1,0.52,18110,86579,105347,24,Personal,Urban,Graduate,Male,Private,0
APP-1272,13589,3000,Salaried,61,Single,3,713,3,0.41,63170,124679,104542,24,Personal,Semi-Urban,Graduate,Male,Private,1
APP-1273,4511,1500,Salaried,36,Single,0,660,3,0.12,5923,95615,76612,360,Business,Rural,Graduate,Female,Private,1
APP-1274,11986,2500,Salaried,24,Married,1,672,1,0.55,52801,27101,148307,60,Business,Urban,Postgraduate,Female,Private,0
APP-1275,2659,5000,Salaried,55,Single,1,742,2,0.38,63771,38016,98757,240,Personal,Rural,Graduate,Male,Private,1
APP-1276,4811,2500,Self-Employed,46,Married,1,648,3,0.53,49135,160004,108075,60,Education,Semi-Urban,Postgraduate,Male,Private,0
APP-1277,9098,3000,Self-Employed,32,Married,3,840,0,0.52,20199,185725,44609,60,Personal,Urban,Postgraduate,Female,Self,1
APP-1278,8546,1000,Self-Employed,31,Single,3,708,0,0.52,10066,100481,112785,12,Business,Urban,Graduate,Male,Private,0
APP-1279,11561,1500,Salaried,57,Married,2,652,3,0.45,53136,62802,33645,120,Home,Urban,Graduate,Male,Private,0
APP-1280,3986,0,Salaried,45,Married,0,830,2,0.25,37575,17549,72233,48,Business,Rural,Postgraduate,Female,Govt,1
APP-1281,10338,0,Salaried,38,Married,3,592,0,0.27,47733,166434,121443,36,Home,Rural,Postgraduate,Female,Self,0
APP-1282,13411,1500,Salaried,39,Married,0,633,1,0.25,17991,57842,17771,120,Education,Semi-Urban,Undergraduate,Male,Govt,1
APP-1283,4911,1500,Business,43,Married,3,740,2,0.11,23553,56539,112601,24,Business,Rural,Undergraduate,Female,Govt,1
APP-1284,3734,0,Salaried,58,Single,1,600,1,0.39,1634,43717,143014,240,Home,Rural,Undergraduate,Male,Private,0
APP-1285,3843,1500,Salaried,38,Married,0,759,1,0.45,13771,195668,135224,12,Education,Semi-Urban,Postgraduate,Male,Self,0
APP-1286,10680,3000,Salaried,46,Married,2,675,2,0.53,19298,164088,93251,360,Home,Semi-Urban,Undergraduate,Male,Govt,0
APP-1287,4976,1500,Self-Employed,26,Married,0,618,1,0.17,36999,196272,67042,240,Home,Semi-Urban,Undergraduate,Female,Govt,0
APP-1288,3959,2000,Self-Employed,24,Married,0,814,1,0.37,72887,125042,63740,12,Home,Semi-Urban,Undergraduate,Female,Private,1
APP-1289,7759,2500,Business,64,Married,1,807,2,0.1,60648,137922,57024,360,Home,Urban,Graduate,Female,Private,1
APP-1290,8694,5000,Salaried,49,Married,0,737,2,0.15,63668,102447,66965,24,Home,Semi-Urban,Undergraduate,Female,Private,1
APP-1291,4385,2000,Salaried,54,Married,0,779,1,0.13,70374,93402,20057,36,Business,Urban,Graduate,Male,Private,1
APP-1292,13111,2500,Business,37,Married,0,738,0,0.46,68509,52607,18983,24,Business,Rural,Postgraduate,Male,Private,1
APP-1293,6736,5000,Self-Employed,63,Married,1,559,1,0.14,76783,168693,140469,240,Home,Rural,Graduate,Male,Govt,0
APP-1294,3802,4000,Salaried,63,Married,0,663,4,0.46,45440,22823,29995,24,Personal,Urban,Graduate,Male,Govt,0
APP-1295,10155,0,Self-Employed,36,Single,2,625,0,0.22,32655,39986,124587,24,Home,Urban,Graduate,Female,Self,0
APP-1296,10120,1000,Self-Employed,22,Single,0,713,0,0.54,44039,131682,48886,12,Home,Semi-Urban,Graduate,Female,Self,0
APP-1297,8616,0,Self-Employed,54,Married,3,634,1,0.51,56255,74325,99025,180,Home,Semi-Urban,Graduate,Female,Govt,0
APP-1298,7534,0,Self-Employed,28,Single,3,598,2,0.58,73219,137925,105149,24,Business,Urban,Undergraduate,Male,Govt,0
APP-1299,6061,2000,Salaried,33,Single,0,726,0,0.54,55989,67771,104020,60,Business,Semi-Urban,Graduate,Male,Govt,0
APP-1300,13561,2000,Salaried,62,Married,2,767,0,0.57,12244,64973,12673,60,Home,Urban,Graduate,Male,Private,1
APP-1301,2262,2500,Salaried,28,Married,3,738,0,0.53,59595,155762,87513,36,Home,Urban,Graduate,Male,Private,0
APP-1302,8287,0,Self-Employed,50,Single,4,779,2,0.45,40551,49107,33466,36,Home,Urban,Postgraduate,Male,Private,1
APP-1303,10815,3000,Self-Employed,52,Single,1,804,0,0.19,64230,67888,102545,36,Education,Urban,Graduate,Male,Private,1
APP-1304,11208,2000,Self-Employed,56,Married,0,785,0,0.24,29371,20956,60406,120,Personal,Rural,Graduate,Male,Private,1
APP-1305,13835,2000,Salaried,50,Single,2,575,1,0.21,70358,96839,144760,48,Home,Rural,Graduate,Male,Self,1
APP-1306,4049,4000,Self-Employed,21,Married,2,621,3,0.4,29878,197299,79284,36,Personal,Semi-Urban,Postgraduate,Male,Govt,0
APP-1307,7423,2000,Self-Employed,63,Single,2,810,1,0.35,37157,177605,124579,24,Home,Semi-Urban,Graduate,Male,Govt,1
APP-1308,13915,0,Self-Employed,59,Single,1,803,0,0.53,6914,197306,23665,36,Business,Urban,Graduate,Male,Govt,1
APP-1309,6548,2500,Self-Employed,37,Married,3,820,1,0.58,28180,111131,30641,48,Personal,Semi-Urban,Graduate,Male,Self,1
APP-1310,5108,0,Self-Employed,40,Single,4,672,4,0.3,4688,77594,45797,120,Education,Urban,Undergraduate,Male,Private,0
APP-1311,14282,0,Salaried,44,Married,0,693,1,0.35,79616,197973,55950,48,Personal,Semi-Urban,Graduate,Male,Private,1
APP-1312,9158,2500,Salaried,42,Single,0,806,4,0.59,10916,21519,139554,240,Business,Rural,Postgraduate,Male,Govt,1
APP-1313,12248,0,Salaried,49,Single,0,693,2,0.24,57363,172187,112339,36,Home,Urban,Graduate,Male,Private,1
APP-1314,9400,2500,Salaried,42,Married,3,808,0,0.5,28360,11832,123431,36,Home,Rural,Graduate,Male,Private,1
APP-1315,5170,0,Self-Employed,64,Married,2,596,1,0.21,38805,182440,31173,36,Business,Urban,Graduate,Female,Private,0
APP-1316,11874,3000,Self-Employed,29,Married,2,562,0,0.44,14453,123922,28095,240,Home,Urban,Graduate,Female,Private,0
APP-1317,4255,0,Salaried,57,Single,1,757,1,0.23,23703,115474,133554,48,Home,Urban,Graduate,Female,Govt,1
APP-1318,3154,5000,Salaried,30,Married,1,784,0,0.54,60021,79715,142511,12,Education,Urban,Graduate,Male,Private,0
APP-1319,6499,2500,Self-Employed,56,Single,1,698,0,0.38,75176,81835,135614,24,Business,Urban,Graduate,Male,Private,0
APP-1320,8295,0,Salaried,57,Married,1,704,3,0.19,8410,83366,146447,24,Personal,Urban,Postgraduate,Female,Private,1
APP-1321,8197,1500,Salaried,48,Married,2,715,0,0.21,49268,47570,99023,36,Business,Semi-Urban,Undergraduate,Male,Govt,1
APP-1322,13383,5000,Salaried,48,Married,4,639,3,0.35,35248,147687,117181,120,Education,Urban,Graduate,Female,Self,1
APP-1323,11888,1000,Salaried,62,Single,3,735,0,0.58,32159,48311,30600,240,Home,Semi-Urban,Postgraduate,Male,Private,0
APP-1324,14183,0,Salaried,63,Single,3,723,0,0.48,43039,100245,12466,12,Personal,Rural,Undergraduate,Male,Self,1
APP-1325,14915,1000,Salaried,41,Single,1,766,3,0.34,48800,113187,119934,360,Personal,Semi-Urban,Undergraduate,Female,Private,1
APP-1326,14874,1500,Salaried,44,Single,1,813,1,0.27,41761,33434,63276,12,Home,Urban,Graduate,Male,Self,1
APP-1327,3648,2000,Business,62,Single,2,646,2,0.37,44663,96879,16928,24,Home,Urban,Postgraduate,Male,Self,0
APP-1328,7539,2000,Salaried,60,Married,3,666,0,0.47,41412,25739,65309,36,Home,Rural,Graduate,Male,Private,0
APP-1329,11637,1000,Self-Employed,22,Married,0,748,1,0.49,36367,76202,126196,180,Personal,Semi-Urban,Postgraduate,Male,Self,1
APP-1330,6199,0,Salaried,28,Married,1,570,2,0.26,6813,108580,19404,360,Business,Semi-Urban,Graduate,Male,Private,0
APP-1331,14115,2000,Salaried,47,Single,0,749,1,0.46,60894,89599,123187,36,Personal,Urban,Graduate,Male,Private,1
APP-1332,10445,1000,Self-Employed,42,Single,2,797,1,0.43,52444,174721,120449,240,Business,Semi-Urban,Graduate,Female,Govt,1
APP-1333,13375,0,Salaried,57,Married,1,825,4,0.58,35269,188517,37684,360,Home,Urban,Graduate,Female,Private,1
APP-1334,4557,4000,Salaried,47,Single,1,813,1,0.57,62748,126770,78591,180,Business,Rural,Postgraduate,Male,Private,1
APP-1335,7592,2000,Salaried,49,Single,0,607,3,0.49,42190,49470,129821,48,Business,Rural,Graduate,Female,Private,0
APP-1336,2098,2000,Self-Employed,23,Married,1,580,2,0.46,41318,84965,12682,48,Home,Urban,Postgraduate,Male,Govt,0
APP-1337,4200,2500,Salaried,64,Married,3,798,2,0.24,38018,135332,121186,48,Business,Semi-Urban,Graduate,Male,Private,1
APP-1338,4961,1500,Salaried,33,Married,0,642,0,0.52,40759,189693,31832,120,Home,Urban,Graduate,Female,Govt,0
APP-1339,6973,2500,Self-Employed,30,Married,2,814,0,0.31,17498,139681,26997,48,Business,Semi-Urban,Postgraduate,Female,Private,1
APP-1340,6433,1000,Salaried,56,Single,2,820,3,0.24,26989,173998,44640,60,Business,Rural,Undergraduate,Female,Govt,1
APP-1341,13969,0,Self-Employed,29,Married,3,643,0,0.29,26568,124300,50491,360,Personal,Semi-Urban,Graduate,Male,Self,1
APP-1342,4869,1000,Self-Employed,47,Married,0,703,0,0.52,67577,47997,73043,180,Personal,Urban,Graduate,Male,Govt,0
APP-1343,13426,1000,Business,54,Single,4,834,0,0.17,31099,181796,122175,240,Home,Urban,Undergraduate,Female,Private,1
APP-1344,13983,2000,Salaried,21,Single,1,629,0,0.33,41639,107805,138568,60,Education,Rural,Graduate,Male,Self,1
APP-1345,2956,0,Self-Employed,52,Single,4,841,3,0.35,24482,172776,124250,60,Home,Semi-Urban,Undergraduate,Female,Private,1
APP-1346,14259,0,Salaried,45,Married,3,633,3,0.12,70212,132202,82725,180,Personal,Semi-Urban,Postgraduate,Male,Govt,1
APP-1347,10352,0,Salaried,49,Married,0,586,1,0.2,56261,169463,138131,240,Personal,Urban,Graduate,Female,Private,0
APP-1348,7699,0,Salaried,27,Single,0,781,0,0.51,31048,12526,55520,360,Business,Urban,Graduate,Male,Govt,0
APP-1349,8944,2000,Self-Employed,23,Married,0,642,2,0.52,4065,165758,72919,24,Home,Rural,Graduate,Male,Self,0
APP-1350,6493,0,Salaried,40,Married,1,651,1,0.25,3036,83339,119869,36,Business,Semi-Urban,Graduate,Male,Private,0
APP-1351,11492,2000,Salaried,40,Married,0,715,4,0.54,36814,16574,74442,24,Business,Semi-Urban,Undergraduate,Female,Private,1
APP-1352,6911,1000,Salaried,50,Married,0,708,1,0.49,60694,18733,115246,180,Personal,Semi-Urban,Postgraduate,Female,Private,0
APP-1353,5987,1500,Self-Employed,55,Married,1,563,0,0.31,17924,60290,119687,24,Home,Rural,Postgraduate,Male,Govt,0
APP-1354,11719,2500,Self-Employed,55,Married,0,774,1,0.47,61204,82793,133447,24,Home,Urban,Postgraduate,Female,Private,1
APP-1355,8015,1000,Self-Employed,59,Married,0,622,4,0.58,33844,46051,71477,24,Home,Urban,Graduate,Male,Self,0
APP-1356,3218,2500,Salaried,47,Married,1,798,1,0.33,22518,25909,10244,48,Personal,Semi-Urban,Postgraduate,Male,Self,1
APP-1357,6496,1000,Salaried,46,Married,0,640,1,0.22,18059,87338,89453,12,Personal,Semi-Urban,Graduate,Male,Private,0
APP-1358,6735,0,Self-Employed,34,Married,1,765,0,0.57,24052,83432,137962,24,Business,Semi-Urban,Postgraduate,Male,Private,0
APP-1359,13296,5000,Salaried,37,Single,1,639,2,0.4,70803,38133,81303,36,Home,Rural,Graduate,Male,Govt,1
APP-1360,12927,0,Salaried,38,Married,1,578,2,0.15,72524,192643,38390,180,Home,Urban,Postgraduate,Male,Private,1
APP-1361,6555,0,Self-Employed,49,Married,3,769,0,0.39,9680,89062,20247,12,Personal,Urban,Undergraduate,Female,Private,1
APP-1362,11146,2500,Business,40,Married,1,764,1,0.35,68021,191980,39583,120,Business,Rural,Graduate,Female,Private,1
APP-1363,10050,0,Self-Employed,47,Married,1,770,0,0.53,21043,152350,149148,36,Business,Semi-Urban,Graduate,Female,Self,1
APP-1364,14757,2500,Self-Employed,38,Married,1,591,0,0.37,3419,121546,145386,36,Business,Semi-Urban,Postgraduate,Male,Govt,1
APP-1365,5446,1000,Business,24,Married,3,684,0,0.23,57892,61458,38670,48,Education,Semi-Urban,Graduate,Female,Govt,0
APP-1366,3045,4000,Salaried,21,Single,3,591,0,0.44,18140,197854,134920,48,Personal,Semi-Urban,Postgraduate,Female,Govt,0
APP-1367,8893,2000,Salaried,21,Married,3,713,1,0.37,44484,65415,20236,180,Business,Urban,Undergraduate,Male,Govt,1
APP-1368,3693,2000,Business,46,Married,2,832,0,0.22,64869,64160,45568,36,Education,Rural,Graduate,Female,Govt,1
APP-1369,5436,4000,Salaried,40,Single,0,607,0,0.39,46210,64399,117327,240,Home,Rural,Graduate,Male,Private,0
APP-1370,10754,0,Self-Employed,43,Married,0,574,3,0.51,58600,35298,120188,240,Home,Semi-Urban,Postgraduate,Male,Private,0
APP-1371,12677,5000,Salaried,30,Married,0,622,1,0.11,79497,163263,26352,180,Home,Semi-Urban,Graduate,Male,Govt,1
APP-1372,7895,0,Salaried,31,Married,3,678,1,0.42,7487,198036,135721,24,Personal,Urban,Graduate,Male,Private,0
APP-1373,5354,1000,Self-Employed,61,Single,2,636,1,0.27,61692,174164,65904,60,Home,Urban,Undergraduate,Female,Govt,0
APP-1374,2225,0,Business,61,Married,2,702,1,0.25,63112,99407,132141,120,Home,Urban,Postgraduate,Male,Private,0
APP-1375,6893,1500,Self-Employed,25,Married,1,731,0,0.3,32110,72513,26108,48,Home,Urban,Graduate,Male,Private,1
APP-1376,9022,0,Salaried,21,Married,3,674,2,0.27,17360,61097,12853,60,Personal,Rural,Graduate,Female,Private,1
APP-1377,11151,2500,Business,37,Single,0,616,0,0.52,50410,171351,94156,360,Home,Rural,Postgraduate,Female,Self,0
APP-1378,7600,2500,Salaried,42,Married,0,555,1,0.24,74167,155476,14176,180,Personal,Semi-Urban,Postgraduate,Female,Govt,0
APP-1379,14740,5000,Salaried,54,Single,1,674,0,0.47,4017,45198,110459,24,Home,Semi-Urban,Undergraduate,Male,Private,1
APP-1380,13259,0,Salaried,61,Married,1,602,2,0.15,61124,59997,147901,12,Home,Urban,Graduate,Male,Self,1
APP-1381,9996,2000,Salaried,49,Single,1,615,1,0.58,51949,141639,133225,24,Education,Rural,Undergraduate,Female,Private,0
APP-1382,11007,1000,Salaried,24,Single,3,631,1,0.41,59268,12179,128458,36,Home,Urban,Postgraduate,Male,Private,0
APP-1383,14946,0,Business,25,Married,0,636,0,0.45,67320,12019,120893,24,Home,Urban,Postgraduate,Male,Private,0
APP-1384,9683,0,Self-Employed,31,Married,1,551,1,0.25,32127,91455,83927,36,Home,Semi-Urban,Postgraduate,Male,Private,0
APP-1385,6642,1000,Self-Employed,41,Married,1,753,4,0.31,4196,159776,128178,360,Business,Rural,Graduate,Male,Self,1
APP-1386,13312,2000,Salaried,55,Married,0,699,2,0.21,76088,159102,50667,48,Personal,Rural,Undergraduate,Male,Govt,1
APP-1387,9679,1500,Business,32,Single,3,842,0,0.57,42300,136883,16611,360,Home,Urban,Graduate,Male,Govt,1
APP-1388,10208,1000,Business,46,Married,2,652,0,0.34,50714,79445,98242,36,Home,Rural,Graduate,Male,Private,0
APP-1389,9339,0,Self-Employed,39,Married,2,573,3,0.42,32921,83551,94612,12,Business,Urban,Undergraduate,Male,Govt,0
APP-1390,11435,0,Salaried,27,Married,3,761,1,0.47,5746,13420,56902,60,Personal,Urban,Postgraduate,Male,Private,1
APP-1391,4205,0,Salaried,27,Single,2,614,1,0.29,69535,69875,43043,24,Education,Rural,Undergraduate,Male,Govt,0
APP-1392,12716,5000,Salaried,46,Married,0,758,3,0.46,66350,188725,146343,48,Personal,Rural,Postgraduate,Female,Govt,1
APP-1393,3069,0,Salaried,60,Married,2,800,3,0.44,51345,26740,82867,24,Personal,Semi-Urban,Graduate,Female,Govt,0
APP-1394,5444,0,Salaried,25,Married,1,666,1,0.45,50220,75263,87089,24,Personal,Semi-Urban,Undergraduate,Male,Self,0
APP-1395,12757,0,Business,41,Single,0,665,1,0.34,23063,115789,68745,36,Education,Rural,Graduate,Male,Govt,1
APP-1396,3060,2500,Salaried,34,Married,0,786,0,0.29,72736,29465,95970,60,Education,Rural,Undergraduate,Male,Govt,1
APP-1397,4327,5000,Salaried,24,Married,2,654,2,0.21,79946,192504,34464,48,Home,Rural,Graduate,Male,Govt,1
APP-1398,5420,2500,Salaried,43,Married,2,808,0,0.51,46971,14131,128523,24,Business,Semi-Urban,Undergraduate,Male,Self,1
APP-1399,2301,2000,Salaried,62,Married,0,595,0,0.4,4598,20652,30662,24,Personal,Rural,Graduate,Male,Private,0
APP-1400,14468,1500,Salaried,40,Married,2,765,0,0.32,11564,188219,28228,120,Home,Rural,Postgraduate,Female,Private,1
APP-1401,2606,0,Salaried,35,Single,3,573,0,0.57,50725,57671,70721,180,Business,Urban,Undergraduate,Female,Govt,0
APP-1402,5170,5000,Salaried,49,Single,0,584,1,0.12,60940,99342,148458,120,Business,Rural,Graduate,Male,Self,0
APP-1403,2699,2500,Self-Employed,28,Married,0,573,1,0.53,63085,29171,16862,180,Business,Semi-Urban,Postgraduate,Male,Private,0
APP-1404,7088,2000,Business,61,Single,2,577,1,0.6,18862,196764,50108,12,Business,Urban,Undergraduate,Female,Private,0
APP-1405,11331,2500,Salaried,39,Married,0,565,0,0.54,11265,68541,101788,120,Business,Semi-Urban,Postgraduate,Male,Private,0
APP-1406,2190,2000,Salaried,59,Single,2,608,3,0.51,10705,19470,90140,36,Home,Urban,Undergraduate,Female,Self,0
APP-1407,12492,2000,Self-Employed,48,Single,0,792,0,0.29,56279,54308,78578,12,Business,Semi-Urban,Graduate,Male,Private,1
APP-1408,2980,5000,Salaried,47,Married,1,756,2,0.22,63471,191711,59966,240,Business,Rural,Graduate,Female,Self,1
APP-1409,4975,4000,Salaried,24,Single,2,820,3,0.47,63979,162398,20386,48,Home,Urban,Graduate,Female,Self,1
APP-1410,8102,2000,Business,35,Married,2,798,1,0.25,56828,145669,87228,240,Home,Semi-Urban,Graduate,Female,Govt,1
APP-1411,3184,2000,Salaried,55,Married,3,816,1,0.19,47104,112840,82197,48,Business,Rural,Graduate,Male,Private,1
APP-1412,5327,0,Self-Employed,57,Married,3,742,3,0.49,41934,171860,53021,48,Home,Semi-Urban,Postgraduate,Male,Govt,0
APP-1413,5394,2000,Salaried,21,Married,2,767,0,0.26,7050,59477,128915,48,Business,Urban,Graduate,Male,Self,1
APP-1414,10319,0,Salaried,23,Single,2,664,1,0.56,44952,118261,127174,120,Home,Semi-Urban,Graduate,Female,Govt,0
APP-1415,12257,1500,Salaried,44,Single,0,617,1,0.52,9484,112466,96755,360,Home,Semi-Urban,Graduate,Male,Self,0
APP-1416,3816,5000,Self-Employed,47,Married,1,848,0,0.52,63648,43071,76330,60,Education,Semi-Urban,Undergraduate,Male,Private,1
APP-1417,7854,1500,Salaried,60,Single,0,624,2,0.49,60945,80560,82322,240,Home,Rural,Postgraduate,Male,Private,0
APP-1418,8709,1000,Salaried,56,Single,3,652,3,0.54,54678,198564,112318,240,Personal,Semi-Urban,Graduate,Male,Govt,0
